entity_type,entity_id,change_type,metric_trigger,before_value,after_value,explanation
Template — Content,TPL-361A797A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0374FACA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4469F5B8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-34DBC841,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Social Comparison. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6D110326,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 8: Loss Avoidance/Reward. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-45953843,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-83B753A4,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3A3147A5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5465FC86,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F77C5AF2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 8: Loss Avoidance/Social Connection. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D9F45CB3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Fear of Missing Out (FOMO). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F84B4DBA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BEFB1CF7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Loss of Privileges. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-49C44077,Kept — Neutral (Exploration),"CTR=13.0%, Engagement=34.6%, Uninstall=1.0%",Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Curiosity | Window: late_afternoon. Average performance — retained at baseline weight for continued exploration.
Template — Content,TPL-809CD3EB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 8: Loss Avoidance/Sense of Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7CCB1D90,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 4: Ownership/Sense of Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DE8F8AEF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 4: Ownership/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-986D6B41,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 4: Ownership/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D3F10819,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 4: Ownership/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-81771A7E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 4: Ownership/Sense of Progress. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-EE333065,Promoted (Epsilon-Greedy Winner),"CTR=23.0%, Engagement=49.8%, Uninstall=0.8%",Selection weight: 1.0  |  Status: Active (standard pool),Selection weight: 100.0  |  Status: Dominant (repeated x100 in pool),Segment S1 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 4: Ownership/Sense of Accomplishment | Best window: late_afternoon. Exceeded top-tier thresholds — scaled to guarantee this hook reaches the majority of the segment in Iteration 1.
Template — Content,TPL-8BFAD2B3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 4: Ownership/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FB88A89E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 4: Ownership/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-540BD593,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 4: Ownership/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0921E566,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 4: Ownership/Sense of Progress. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-385B19F6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 4: Ownership/Sense of accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BF581E52,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 4: Ownership/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-09C4F935,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 4: Ownership/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DF4D3C2A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 4: Ownership/Sense of control. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9CCF3C77,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Habit formation → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 4: Ownership/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A4CFCEAD,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 4: Ownership/Sense of accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-4960B406,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 4: Ownership/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5FD4E315,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 4: Ownership/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-90653F2D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 4: Ownership/Sense of control. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E7AE26C5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Habit formation → retention • compelling return value proposition | Theme/Hook: Core Drive 4: Ownership/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-ADAF3594,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 1: Epic Meaning/Sense of Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2441023E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 1: Epic Meaning/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7CB26345,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 1: Epic Meaning/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2B9C8355,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 1: Epic Meaning/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BB9E9E87,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Engagement → MCC • rapid adoption & habit formation | Theme/Hook: Core Drive 1: Epic Meaning/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D0106143,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 1: Epic Meaning/Sense of Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3F474B7B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 1: Epic Meaning/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DD122BED,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 1: Epic Meaning/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-32BB8A5B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 1: Epic Meaning/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9CD9C9F7,Kept — Neutral (Exploration),"CTR=8.9%, Engagement=27.6%, Uninstall=1.2%",Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Engagement → MCC • deepening engagement & retention | Theme/Hook: Core Drive 1: Epic Meaning/Scarcity | Window: mid_morning. Average performance — retained at baseline weight for continued exploration.
Template — Content,TPL-8006489F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 1: Epic Meaning/Sense of accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9171C896,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 1: Epic Meaning/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7EDEA878,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 1: Epic Meaning/Personal growth. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FA3F24BA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 1: Epic Meaning/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-AFD8DF8A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Engagement → MCC • re-engagement & recovering lost habits | Theme/Hook: Core Drive 1: Epic Meaning/Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-84F0D916,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 1: Epic Meaning/Sense of accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FD4607F6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 1: Epic Meaning/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FB174193,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 1: Epic Meaning/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-58DA7B0D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 1: Epic Meaning/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F085C6A4,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Engagement → MCC • compelling return value proposition | Theme/Hook: Core Drive 1: Epic Meaning/Urgency. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7DFA0BB8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 1: Epic Meaning/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7A49133C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 1: Epic Meaning/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-87E16123,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 1: Epic Meaning/Gamification. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BC0CBA8E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 1: Epic Meaning/Sense of Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A0DC827A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Identity → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 1: Epic Meaning/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-88353F94,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 1: Epic Meaning/Sense of Accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FF80B9DF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 1: Epic Meaning/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8C31C531,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 1: Epic Meaning/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BB2BFCB5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 1: Epic Meaning/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-94785C95,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Identity → retention • deepening engagement & retention | Theme/Hook: Core Drive 1: Epic Meaning/Exclusivity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F511D03C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 1: Epic Meaning/Sense of accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1867A0AE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 1: Epic Meaning/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7E1EB5C4,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 1: Epic Meaning/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A90E122D,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 1: Epic Meaning/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1947B3C1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Identity → retention • re-engagement & recovering lost habits | Theme/Hook: Core Drive 1: Epic Meaning/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6411E1AA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 1: Epic Meaning/Sense of accomplishment. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7304EEC2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 1: Epic Meaning/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0B20DC1C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 1: Epic Meaning/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3A0515E6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 1: Epic Meaning/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-05163840,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Identity → retention • compelling return value proposition | Theme/Hook: Core Drive 1: Epic Meaning/Epic meaning. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-13AB22DE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Social Proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-AA5A873A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-98AEAA2B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Scarcity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A7C29360,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Tangible Reward. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-24E85EBD,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (trial) | Goal: Habit formation → retention • rapid adoption & habit formation | Theme/Hook: Core Drive 2: Accomplishment/Curiosity. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2DDF8ABB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Social proof. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1E14A993,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Personalization. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-3AE60005,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S4 (paid) | Goal: Habit formation → retention • deepening engagement & retention | Theme/Hook: Core Drive 2: Accomplishment/Sense of Progress. No experiment exposure yet — kept active for future A/B testing.
